NO,Kurs Jual,Kurs Beli,Tanggal
4421,14062,13922,2/8/2019
4422,14065,13925,2/11/2019
4423,14158,14018,2/12/2019
4424,14097,13957,2/13/2019
4425,14163,14023,2/14/2019
4426,14187,14045,2/15/2019
4427,14177,14035,2/18/2019
4428,14190,14048,2/19/2019
4429,14125,13985,2/20/2019
4430,14127,13987,2/21/2019
4431,14149,14009,2/22/2019
4432,14077,13937,2/25/2019
4433,14060,13920,2/26/2019
4434,14074,13934,2/27/2019
4435,14132,13992,2/28/2019
4436,14182,14040,3/1/2019
4437,14220,14078,3/4/2019
4438,14217,14075,3/5/2019
4439,14200,14058,3/6/2019
4440,14294,14152,3/8/2019
4441,14396,14252,3/11/2019
4442,14322,14180,3/12/2019
4443,14340,14198,3/13/2019
4444,14324,14182,3/14/2019
4445,14382,14238,3/15/2019
4446,14313,14171,3/18/2019
4447,14299,14157,3/19/2019
4448,14302,14160,3/20/2019
4449,14173,14031,3/21/2019
4450,14228,14086,3/22/2019
4451,14294,14152,3/25/2019
4452,14242,14100,3/26/2019
4453,14273,14131,3/27/2019
4454,14326,14184,3/28/2019
4455,14315,14173,3/29/2019
4456,14302,14160,4/1/2019
4457,14308,14166,4/2/2019
4458,14253,14111,4/4/2019
4459,14229,14087,4/5/2019
4460,14216,14074,4/8/2019
4461,14221,14079,4/9/2019
4462,14226,14084,4/10/2019
4463,14227,14085,4/11/2019
4464,14224,14082,4/12/2019
4465,14137,13997,4/15/2019
4466,14136,13996,4/16/2019
4467,14086,13946,4/18/2019
4468,14126,13986,4/22/2019
4469,14150,14010,4/23/2019
4470,14183,14041,4/24/2019
4471,14225,14083,4/25/2019
4472,14259,14117,4/26/2019
4473,14259,14117,4/29/2019
4474,14286,14144,4/30/2019
4475,14316,14174,5/2/2019
4476,14353,14211,5/3/2019
4477,14380,14236,5/6/2019
4478,14381,14237,5/7/2019
4479,14377,14233,5/8/2019
4480,14410,14266,5/9/2019
4481,14419,14275,5/10/2019
4482,14434,14290,5/13/2019
4483,14516,14372,5/14/2019
4484,14520,14376,5/15/2019
4485,14530,14386,5/16/2019
4486,14541,14397,5/17/2019
4487,14550,14406,5/20/2019
4488,14534,14390,5/21/2019
4489,14560,14416,5/22/2019
4490,14586,14440,5/23/2019
4491,14523,14379,5/24/2019
4492,14432,14288,5/27/2019
4493,14452,14308,5/28/2019
4494,14489,14345,5/29/2019
4495,14457,14313,5/31/2019
4496,14302,14160,6/10/2019
4497,14329,14187,6/11/2019
4498,14305,14163,6/12/2019
4499,14341,14199,6/13/2019
4500,14376,14232,6/14/2019
4501,14418,14274,6/17/2019
4502,14406,14262,6/18/2019
4503,14342,14200,6/19/2019
4504,14307,14165,6/20/2019
4505,14187,14045,6/21/2019
4506,14236,14094,6/24/2019
4507,14209,14067,6/25/2019
4508,14245,14103,6/26/2019
4509,14251,14109,6/27/2019
4510,14212,14070,6/28/2019
4511,14188,14046,7/1/2019
4512,14211,14069,7/2/2019
4513,14231,14089,7/3/2019
4514,14177,14035,7/4/2019
4515,14219,14077,7/5/2019
4516,14218,14076,7/8/2019
4517,14200,14058,7/9/2019
4518,14223,14081,7/10/2019
4519,14159,14019,7/11/2019
4520,14155,14015,7/12/2019
4521,14040,13900,7/15/2019
4522,13995,13855,7/16/2019
4523,14019,13879,7/17/2019
4524,14046,13906,7/18/2019
4525,13983,13843,7/19/2019
4526,14033,13893,7/22/2019
4527,14043,13903,7/23/2019
4528,14081,13941,7/24/2019
4529,14056,13916,7/25/2019
4530,14071,13931,7/26/2019
4531,14080,13940,7/29/2019
4532,14104,13964,7/30/2019
4533,14096,13956,7/31/2019
4534,14168,14028,8/1/2019
4535,14274,14132,8/2/2019
4536,14302,14160,8/5/2019
4537,14416,14272,8/6/2019
4538,14346,14204,8/7/2019
4539,14302,14160,8/8/2019
4540,14266,14124,8/9/2019
4541,14291,14149,8/12/2019
4542,14354,14212,8/13/2019
4543,14305,14163,8/14/2019
4544,14367,14225,8/15/2019
4545,14329,14187,8/16/2019
4546,14274,14132,8/19/2019
4547,14333,14191,8/20/2019
4548,14330,14188,8/21/2019
4549,14305,14163,8/22/2019
4550,14320,14178,8/23/2019
4551,14332,14190,8/26/2019
4552,14306,14164,8/27/2019
4553,14334,14192,8/28/2019
4554,14325,14183,8/29/2019
4555,14308,14166,8/30/2019
4556,14261,14119,9/2/2019
4557,14288,14146,9/3/2019
4558,14289,14147,9/4/2019
4559,14224,14082,9/5/2019
4560,14211,14069,9/6/2019
4561,14162,14022,9/9/2019
4562,14101,13961,9/10/2019
4563,14133,13993,9/11/2019
4564,14122,13982,9/12/2019
4565,14020,13880,9/13/2019
4566,14090,13950,9/16/2019
4567,14171,14029,9/17/2019
4568,14150,14010,9/18/2019
4569,14169,14029,9/19/2019
4570,14155,14015,9/20/2019
4571,14147,14007,9/23/2019
4572,14169,14029,9/24/2019
4573,14205,14063,9/25/2019
4574,14233,14091,9/26/2019
4575,14268,14126,9/27/2019
4576,14245,14103,9/30/2019
4577,14267,14125,10/1/2019
4578,14278,14136,10/2/2019
4579,14264,14122,10/3/2019
4580,14206,14064,10/4/2019
4581,14227,14085,10/7/2019
4582,14241,14099,10/8/2019
4583,14253,14111,10/9/2019
4584,14228,14086,10/10/2019
4585,14210,14068,10/11/2019
4586,14196.63,14055.37,10/14/2019
4587,14210.7,14069.3,10/15/2019
4588,14257.93,14116.07,10/16/2019
4589,14242.86,14101.14,10/17/2019
4590,14210.7,14069.3,10/18/2019
4591,14202.66,14061.34,10/21/2019
4592,14128.29,13987.71,10/22/2019
4593,14121.25,13980.75,10/23/2019
4594,14065.98,13926.02,10/24/2019
4595,14134.32,13993.68,10/25/2019
4596,14093.11,13952.89,10/28/2019
4597,14098.14,13957.86,10/29/2019
4598,14114.22,13973.78,10/30/2019
4599,14078.04,13937.96,10/31/2019
4600,14136.33,13995.67,11/1/2019
4601,14072.01,13931.99,11/4/2019
4602,14101.16,13960.85,11/5/2019
4603,14061.96,13922.04,11/6/2019
4604,14110.2,13969.8,11/7/2019
4605,14090.1,13949.9,11/8/2019
4606,14110.2,13969.8,11/11/2019
4607,14129.3,13988.71,11/12/2019
4608,14152.41,14011.59,11/13/2019
4609,14168.49,14027.51,11/14/2019
4610,14139.35,13998.66,11/15/2019
4611,14145.38,14004.63,11/18/2019
4612,14161.46,14020.55,11/19/2019
4613,14167.49,14026.52,11/20/2019
4614,14182.56,14041.44,11/21/2019
4615,14170.5,14029.5,11/22/2019
4616,14161.46,14020.55,11/25/2019
4617,14151.41,14010.6,11/26/2019
4618,14166.48,14025.52,11/27/2019
4619,14169.5,14028.51,11/28/2019
4620,14172.51,14031.49,11/29/2019
4621,14192.61,14051.39,12/2/2019
4622,14200.65,14059.35,12/3/2019
4623,14195.63,14054.38,12/4/2019
4624,14164.47,14023.53,12/5/2019
4625,14107.19,13966.82,12/6/2019
4626,14091.11,13950.9,12/9/2019
4627,14074.02,13933.98,12/10/2019
4628,14095.13,13954.88,12/11/2019
4629,14112.21,13971.79,12/12/2019
4630,14051.91,13912.09,12/13/2019
4631,14074.02,13933.98,12/16/2019
4632,14088.09,13947.91,12/17/2019
4633,14077.04,13936.97,12/18/2019
4634,14052.92,13913.09,12/19/2019
4635,14062.97,13923.04,12/20/2019
4636,14047.89,13908.11,12/23/2019
4637,14051.91,13912.09,12/26/2019
4638,14025.78,13886.22,12/27/2019
4639,14014.73,13875.28,12/30/2019
4640,13970.51,13831.5,12/31/2019
4641,13964.48,13825.53,1/2/2020
4642,13968.5,13829.51,1/3/2020
4643,14030.81,13891.2,1/6/2020
4644,13988.6,13849.41,1/7/2020
4645,14003.67,13864.33,1/8/2020
4646,13929.3,13790.7,1/9/2020
4647,13881.06,13742.94,1/10/2020
4648,13776.54,13639.46,1/13/2020
4649,13722.27,13585.73,1/14/2020
4650,13774.53,13637.47,1/15/2020
4651,13726.29,13589.71,1/16/2020
4652,13716.24,13579.76,1/17/2020
4653,13722.27,13585.73,1/20/2020
4654,13726.29,13589.71,1/21/2020
4655,13746.39,13609.61,1/22/2020
4656,13694.13,13557.87,1/23/2020
4657,13700.16,13563.84,1/24/2020
4658,13680.06,13543.94,1/27/2020
4659,13715.24,13578.77,1/28/2020
4660,13702.17,13565.83,1/29/2020
4661,13720.26,13583.74,1/30/2020
4662,13730.31,13593.69,1/31/2020
4663,13794.63,13657.37,2/3/2020
4664,13828.8,13691.2,2/4/2020
4665,13785.59,13648.42,2/5/2020
4666,13730.31,13593.69,2/6/2020
4667,13715.24,13578.77,2/7/2020
4668,13776.54,13639.46,2/10/2020
4669,13754.43,13617.57,2/11/2020
4670,13727.3,13590.71,2/12/2020
4671,13747.4,13610.61,2/13/2020
4672,13775.54,13638.47,2/14/2020
4673,13761.47,13624.54,2/17/2020
4674,13744.38,13607.62,2/18/2020
4675,13785.59,13648.42,2/19/2020
4676,13803.68,13666.33,2/20/2020
4677,13845.89,13708.12,2/21/2020
4678,13932.32,13793.69,2/24/2020
4679,13962.47,13823.54,2/25/2020
4680,14035.83,13896.17,2/26/2020
4681,14088.09,13947.91,2/27/2020
4682,14305.17,14162.83,2/28/2020
4683,14485.07,14340.94,3/2/2020
4684,14293.11,14150.89,3/3/2020
4685,14241.86,14100.15,3/4/2020
4686,14238.84,14097.16,3/5/2020
4687,14338.34,14195.67,3/6/2020
4688,14413.71,14270.29,3/9/2020
4689,14483.06,14338.95,3/10/2020
4690,14394.62,14251.39,3/11/2020
4691,14562.45,14417.55,3/12/2020
4692,14889.08,14740.93,3/13/2020
4693,14892.09,14743.91,3/16/2020
4694,15158.42,15007.59,3/17/2020
4695,15299.12,15146.89,3/18/2020
4696,15790.56,15633.44,3/19/2020
4697,16354.37,16191.64,3/20/2020
4698,16691.04,16524.96,3/23/2020
4699,16568.43,16403.57,3/24/2020
4700,16409.64,16246.36,3/26/2020
4701,16311.15,16148.85,3/27/2020
4702,16417.68,16254.32,3/30/2020
4703,16448.84,16285.17,3/31/2020
4704,16495.07,16330.94,4/1/2020
4705,16824.71,16657.3,4/2/2020
4706,16546.32,16381.68,4/3/2020
4707,16638.78,16473.22,4/6/2020
4708,16492.05,16327.95,4/7/2020
4709,16326.23,16163.78,4/8/2020
4710,16322.21,16159.8,4/9/2020
4711,15919.2,15760.8,4/13/2020
4712,15800.61,15643.39,4/14/2020
4713,15785.54,15628.47,4/15/2020
4714,15865.94,15708.07,4/16/2020
4715,15580.52,15425.49,4/17/2020
4716,15620.72,15465.29,4/20/2020
4717,15721.22,15564.79,4/21/2020
4718,15644.84,15489.17,4/22/2020
4719,15708.15,15551.85,4/23/2020
4720,15630.77,15475.24,4/24/2020
4721,15668.96,15513.05,4/27/2020
4722,15565.44,15410.56,4/28/2020
4723,15492.08,15337.93,4/29/2020
4724,15232.79,15081.22,4/30/2020
4725,15148.37,14997.64,5/4/2020
4726,15179.52,15028.48,5/5/2020
4727,15202.64,15051.37,5/6/2020
4728,15084.05,14933.96,5/8/2020
4729,15010.68,14861.32,5/11/2020
4730,15052.89,14903.11,5/12/2020
4731,14961.44,14812.57,5/13/2020
4732,15020.73,14871.27,5/14/2020
4733,14983.55,14834.46,5/15/2020
4734,14959.43,14810.58,5/18/2020
4735,14897.12,14748.89,5/19/2020
4736,14858.93,14711.08,5/20/2020
4737,14847.87,14700.13,5/26/2020
4738,14834.81,14687.2,5/27/2020
4739,14842.85,14695.16,5/28/2020
4740,14806.67,14659.34,5/29/2020
4741,14574.51,14429.49,6/2/2020
4742,14316.23,14173.78,6/3/2020
4743,14235.83,14094.18,6/4/2020
4744,14170.5,14029.5,6/5/2020
4745,14025.78,13886.22,6/8/2020
4746,14042.87,13903.14,6/9/2020
4747,14153.42,14012.59,6/10/2020
4748,14084.07,13943.93,6/11/2020
4749,14328.29,14185.72,6/12/2020
4750,14299.14,14156.86,6/15/2020
4751,14225.78,14084.23,6/16/2020
4752,14305.17,14162.83,6/17/2020
4753,14256.93,14115.07,6/18/2020
4754,14313.21,14170.79,6/19/2020
4755,14280.05,14137.96,6/22/2020
4756,14336.33,14193.68,6/23/2020
4757,14230.8,14089.2,6/24/2020
4758,14302.16,14159.85,6/25/2020
4759,14310.2,14167.81,6/26/2020
4760,14440.85,14297.16,6/29/2020
4761,14373.51,14230.49,6/30/2020
4762,14412.71,14269.3,7/1/2020
4763,14588.58,14443.42,7/2/2020
4764,14638.83,14493.17,7/3/2020
4765,14619.74,14474.27,7/6/2020
4766,14528.28,14383.72,7/7/2020
4767,14532.3,14387.7,7/8/2020
4768,14518.23,14373.77,7/9/2020
4769,14573.51,14428.5,7/10/2020
4770,14558.43,14413.57,7/13/2020
4771,14584.56,14439.44,7/14/2020
4772,14689.08,14542.92,7/15/2020
4773,14705.16,14558.84,7/16/2020
4774,14853.9,14706.1,7/17/2020
4775,14906.16,14757.84,7/20/2020
4776,14887.07,14738.94,7/21/2020
4777,14728.28,14581.73,7/22/2020
4778,14742.35,14595.66,7/23/2020
4779,14687.07,14540.93,7/24/2020
4780,14678.03,14531.98,7/27/2020
4781,14615.72,14470.29,7/28/2020
4782,14642.85,14497.15,7/29/2020
4783,14726.27,14579.74,7/30/2020
4784,14786.57,14639.44,8/3/2020
4785,14770.49,14623.52,8/4/2020
4786,14696.12,14549.89,8/5/2020
4787,14659.94,14514.07,8/6/2020
4788,14720.24,14573.77,8/7/2020
4789,14823.75,14676.25,8/10/2020
4790,14801.64,14654.36,8/11/2020
4791,14850.89,14703.12,8/12/2020
4792,14951.39,14802.62,8/13/2020
4793,14991.59,14842.42,8/14/2020
4794,14981.54,14832.47,8/18/2020
4795,14859.93,14712.07,8/19/2020
4796,14867.97,14720.03,8/24/2020
4797,14705.16,14558.84,8/25/2020
4798,14709.18,14562.82,8/26/2020
4799,14787.57,14640.43,8/27/2020
4800,14775.51,14628.49,8/28/2020
4801,14626.77,14481.23,8/31/2020
4802,14688.08,14541.93,9/1/2020
4803,14878.02,14729.98,9/2/2020
4804,14892.09,14743.91,9/3/2020
4805,14865.96,14718.04,9/4/2020
4806,14827.77,14680.23,9/7/2020
4807,14871.99,14724.01,9/8/2020
4808,14927.27,14778.74,9/9/2020
4809,14945.36,14796.65,9/10/2020
4810,15053.9,14904.11,9/11/2020
4811,15048.87,14899.13,9/14/2020
4812,14944.35,14795.65,9/15/2020
4813,14918.22,14769.78,9/16/2020
4814,14952.39,14803.61,9/17/2020
4815,14841.84,14694.16,9/18/2020
4816,14796.62,14649.39,9/21/2020
4817,14855.91,14708.09,9/22/2020
4818,14909.18,14760.83,9/23/2020
4819,15023.75,14874.26,9/24/2020
4820,15025.76,14876.25,9/25/2020
4821,15033.8,14884.21,9/28/2020
4822,14994.6,14845.4,9/29/2020
4823,14992.59,14843.41,9/30/2020
4824,14950.38,14801.62,10/1/2020
4825,14964.45,14815.55,10/2/2020
4826,14941.34,14792.67,10/5/2020
4827,14785.56,14638.44,10/6/2020
4828,14857.92,14710.08,10/7/2020
4829,14823.75,14676.25,10/8/2020
4830,14810.69,14663.32,10/9/2020
4831,14819.73,14672.27,10/12/2020
4832,14866.97,14719.04,10/13/2020
4833,14853.9,14706.1,10/14/2020
4834,14833.8,14686.2,10/15/2020
4835,14839.83,14692.17,10/16/2020
4836,14814.71,14667.3,10/19/2020
4837,14802.65,14655.36,10/20/2020
4838,14731.29,14584.71,10/21/2020
4839,14770.49,14623.52,10/22/2020
4840,14811.69,14664.31,10/23/2020
4841,14770.49,14623.52,10/26/2020
4842,14763.45,14616.55,10/27/2020
4843,14763.45,14616.55,10/28/2020
4844,14763.45,14616.55,10/29/2020
4845,14763.45,14616.55,10/30/2020
4846,14791.59,14644.41,11/2/2020
4847,14682.05,14535.96,11/3/2020
4848,14629.79,14484.22,11/4/2020
4849,14511.2,14366.81,11/5/2020
4850,14392.61,14249.4,11/6/2020
4851,14242.86,14101.14,11/9/2020
4852,14085.08,13944.93,11/10/2020
4853,14146.38,14005.62,11/11/2020
4854,14257.94,14116.07,11/12/2020
4855,14293.11,14150.89,11/13/2020
4856,14209.7,14068.31,11/16/2020
4857,14143.37,14002.64,11/17/2020
4858,14188.59,14047.41,11/18/2020
4859,14237.84,14096.17,11/19/2020
4860,14299.14,14156.86,11/20/2020
4861,14234.82,14093.18,11/23/2020
4862,14266.98,14125.02,11/24/2020
4863,14239.85,14098.16,11/25/2020
4864,14200.65,14059.35,11/26/2020
4865,14215.73,14074.28,11/27/2020
4866,14198.64,14057.36,11/30/2020
4867,14248.89,14107.11,12/1/2020
4868,14234.82,14093.18,12/2/2020
4869,14247.89,14106.12,12/3/2020
4870,14252.91,14111.09,12/4/2020
4871,14205.68,14064.33,12/7/2020
4872,14234.82,14093.18,12/8/2020
4873,14234.82,14093.18,12/9/2020
4874,14200.65,14059.35,12/10/2020
4875,14172.51,14031.49,12/11/2020
4876,14228.79,14087.21,12/14/2020
4877,14241.86,14100.15,12/15/2020
4878,14221.76,14080.25,12/16/2020
4879,14222.76,14081.24,12/17/2020
4880,14216.73,14075.27,12/18/2020
4881,14250.9,14109.1,12/21/2020
4882,14289.09,14146.91,12/22/2020
4883,14353.41,14210.59,12/23/2020
4884,14353.41,14210.59,12/24/2020
4885,14353.41,14210.59,12/25/2020
4886,14254.92,14113.08,12/28/2020
4887,14239.85,14098.16,12/29/2020
4888,14175.53,14034.48,12/30/2020
4889,14175.53,14034.48,12/31/2020
4890,13972.52,13833.49,1/4/2021
4891,14014.73,13875.28,1/5/2021
4892,13995.63,13856.37,1/6/2021
4893,14007.69,13868.31,1/7/2021
4894,14128.29,13987.71,1/8/2021
4895,14225.78,14084.23,1/11/2021
4896,14302.16,14159.85,1/12/2021
4897,14179.55,14038.46,1/13/2021
4898,14189.6,14048.41,1/14/2021
4899,14138.34,13997.66,1/15/2021
4900,14150.4,14009.6,1/18/2021
4901,14156.43,14015.57,1/19/2021
4902,14135.33,13994.68,1/20/2021
4903,14109.2,13968.81,1/21/2021
4904,14124.27,13983.73,1/22/2021
4905,14152.41,14011.59,1/25/2021
4906,14156.43,14015.57,1/26/2021
4907,14161.46,14020.55,1/27/2021
4908,14189.6,14048.41,1/28/2021
4909,14154.42,14013.58,1/29/2021
4910,14112.21,13971.79,2/1/2021
4911,14114.22,13973.78,2/2/2021
4912,14087.09,13946.92,2/3/2021
4913,14106.18,13965.82,2/4/2021
4914,14132.31,13991.69,2/5/2021
4915,14070,13930,2/8/2021
4916,14070,13930,2/9/2021
4917,14058.95,13919.06,2/10/2021
4918,14081.06,13940.95,2/11/2021
4919,14081.06,13940.95,2/12/2021
4920,14015.73,13876.27,2/15/2021
4921,13944.38,13805.63,2/16/2021
4922,14089.1,13948.91,2/17/2021
4923,14129.3,13988.71,2/18/2021
4924,14155.43,14014.58,2/19/2021
4925,14168.49,14027.51,2/22/2021
4926,14196.63,14055.37,2/23/2021
4927,14159.45,14018.56,2/24/2021
4928,14174.52,14033.48,2/25/2021
4929,14300.15,14157.86,2/26/2021
4930,14371.5,14228.5,3/1/2021
4931,14378.54,14235.47,3/2/2021
4932,14405.67,14262.33,3/3/2021
4933,14370.5,14227.51,3/4/2021
4934,14442.86,14299.15,3/5/2021
4935,14461.95,14318.05,3/8/2021
4936,14540.34,14395.66,3/9/2021
4937,14493.11,14348.9,3/10/2021
4938,14493.11,14348.9,3/11/2021
4939,14442.86,14299.15,3/12/2021
4940,14490.09,14345.91,3/15/2021
4941,14496.12,14351.88,3/16/2021
4942,14531.3,14386.71,3/17/2021
4943,14484.06,14339.94,3/18/2021
4944,14548.38,14403.62,3/19/2021
4945,14528.28,14383.72,3/22/2021
4946,14493.11,14348.9,3/23/2021
4947,14527.28,14382.73,3/24/2021
4948,14536.32,14391.68,3/25/2021
4949,14518.23,14373.77,3/26/2021
4950,14506.17,14361.83,3/29/2021
4951,14553.41,14408.6,3/30/2021
4952,14644.86,14499.14,3/31/2021
4953,14649.89,14504.12,4/1/2021
4954,14649.89,14504.12,4/2/2021
4955,14656.92,14511.08,4/5/2021
4956,14605.67,14460.34,4/6/2021
4957,14591.6,14446.41,4/7/2021
4958,14585.57,14440.44,4/8/2021
4959,14652.9,14507.1,4/9/2021
4960,14652.9,14507.1,4/12/2021
4961,14704.16,14557.85,4/13/2021
4962,14721.24,14574.76,4/14/2021
4963,14706.17,14559.84,4/15/2021
4964,14719.23,14572.77,4/16/2021
4965,14664.96,14519.04,4/19/2021
4966,14640.84,14495.16,4/20/2021
4967,14580.54,14435.46,4/21/2021
4968,14621.75,14476.26,4/22/2021
4969,14602.65,14457.35,4/23/2021
4970,14620.74,14475.26,4/26/2021
4971,14561.45,14416.56,4/27/2021
4972,14569.49,14424.52,4/28/2021
4973,14582.55,14437.45,4/29/2021
4974,14540.34,14395.66,4/30/2021
4975,14525.27,14380.74,5/3/2021
4976,14539.34,14394.67,5/4/2021
4977,14503.16,14358.85,5/5/2021
4978,14511.2,14366.81,5/6/2021
4979,14435.82,14292.18,5/7/2021
4980,14360.45,14217.56,5/10/2021
4981,14268.99,14127.01,5/11/2021
4982,14268.99,14127.01,5/12/2021
4983,14268.99,14127.01,5/13/2021
4984,14268.99,14127.01,5/14/2021
4985,14274.02,14131.99,5/17/2021
4986,14355.42,14212.58,5/18/2021
4987,14371.5,14228.5,5/19/2021
4988,14384.57,14241.44,5/20/2021
4989,14467.98,14324.02,5/21/2021
4990,14446.88,14303.13,5/24/2021
4991,14433.81,14290.19,5/25/2021
4992,14433.81,14290.19,5/26/2021
4993,14406.68,14263.33,5/27/2021
4994,14383.56,14240.44,5/28/2021
4995,14381.55,14238.45,5/31/2021
4996,14381.55,14238.45,6/1/2021
4997,14363.46,14220.54,6/2/2021
4998,14347.38,14204.62,6/3/2021
4999,14368.49,14225.52,6/4/2021
5000,14387.58,14244.42,6/7/2021
5001,14342.36,14199.65,6/8/2021
5002,14333.31,14190.69,6/9/2021
5003,14333.31,14190.69,6/10/2021
5004,14311.2,14168.8,6/11/2021
5005,14277.03,14134.97,6/14/2021
5006,14293.11,14150.89,6/15/2021
5007,14315.22,14172.78,6/16/2021
5008,14328.29,14185.72,6/17/2021
5009,14449.89,14306.11,6/18/2021
5010,14475.02,14330.99,6/21/2021
5011,14525.27,14380.74,6/22/2021
5012,14493.11,14348.9,6/23/2021
5013,14526.27,14381.73,6/24/2021
5014,14534.31,14389.69,6/25/2021
5015,14519.24,14374.77,6/28/2021
5016,14544.36,14399.64,6/29/2021
5017,14568.48,14423.52,6/30/2021
5018,14614.71,14469.29,7/1/2021
5019,14611.7,14466.31,7/2/2021
5020,14636.82,14491.18,7/5/2021
5021,14554.41,14409.59,7/6/2021
5022,14540.34,14395.66,7/7/2021
5023,14572.5,14427.5,7/8/2021
5024,14620.74,14475.26,7/9/2021
5025,14620.74,14475.26,7/12/2021
5026,14558.43,14413.57,7/13/2021
5027,14558.43,14413.57,7/14/2021
5028,14565.47,14420.54,7/15/2021
5029,14575.52,14430.49,7/16/2021
5030,14589.59,14444.42,7/19/2021
5031,14596.62,14451.38,7/21/2021
5032,14626.77,14481.23,7/22/2021
5033,14580.54,14435.46,7/23/2021
5034,14573.51,14428.5,7/26/2021
5035,14566.47,14421.53,7/27/2021
5036,14561.45,14416.56,7/28/2021
5037,14570.49,14425.51,7/29/2021
5038,14563.46,14418.55,7/30/2021
5039,14534.31,14389.69,8/2/2021
5040,14528.28,14383.72,8/3/2021
5041,14433.81,14290.19,8/4/2021
5042,14395.62,14252.38,8/5/2021
5043,14413.71,14270.29,8/6/2021
5044,14440.85,14297.16,8/9/2021
5045,14449.89,14306.11,8/10/2021
5046,14468.99,14325.02,8/12/2021
5047,14460.95,14317.06,8/13/2021
5048,14459.94,14316.06,8/16/2021
5049,14454.92,14311.09,8/18/2021
5050,14455.92,14312.08,8/19/2021
5051,14486.07,14341.93,8/20/2021
5052,14536.32,14391.68,8/23/2021
5053,14487.08,14342.93,8/24/2021
5054,14462.96,14319.05,8/25/2021
5055,14480.04,14335.96,8/26/2021
5056,14495.12,14350.89,8/27/2021
5057,14503.16,14358.85,8/30/2021
5058,14445.87,14302.13,8/31/2021
5059,14377.53,14234.47,9/1/2021
5060,14355.42,14212.58,9/2/2021
5061,14352.41,14209.6,9/3/2021
5062,14332.31,14189.7,9/6/2021
5063,14310.2,14167.81,9/7/2021
5064,14265.98,14124.03,9/8/2021
5065,14337.33,14194.67,9/9/2021
5066,14343.36,14200.64,9/10/2021
5067,14296.13,14153.88,9/13/2021
5068,14331.3,14188.7,9/14/2021
5069,14328.29,14185.72,9/15/2021
5070,14323.26,14180.74,9/16/2021
5071,14309.19,14166.81,9/17/2021
5072,14304.17,14161.84,9/20/2021
5073,14322.26,14179.75,9/21/2021
5074,14315.22,14172.78,9/22/2021
5075,14320.25,14177.76,9/23/2021
5076,14327.28,14184.72,9/24/2021
5077,14321.25,14178.75,9/27/2021
5078,14329.29,14186.71,9/28/2021
5079,14340.35,14197.66,9/29/2021
5080,14378.54,14235.47,9/30/2021
5081,14392.61,14249.4,10/1/2021
5082,14386.58,14243.43,10/4/2021
5083,14347.38,14204.62,10/5/2021
5084,14331.3,14188.7,10/6/2021
5085,14316.23,14173.78,10/7/2021
5086,14309.19,14166.81,10/8/2021
5087,14296.13,14153.88,10/11/2021
5088,14281.05,14138.95,10/12/2021
5089,14288.09,14145.92,10/13/2021
5090,14292.11,14149.9,10/14/2021
5091,14225.78,14084.23,10/15/2021
5092,14154.42,14013.58,10/18/2021
5093,14166.48,14025.52,10/19/2021
5094,14150.4,14009.6,10/21/2021
5095,14203.67,14062.34,10/22/2021
5096,14232.81,14091.19,10/25/2021
5097,14253.92,14112.09,10/26/2021
5098,14235.83,14094.18,10/27/2021
5099,14254.92,14113.08,10/28/2021
5100,14270,14128.01,10/29/2021
5101,14241.86,14100.15,11/1/2021
5102,14306.18,14163.83,11/2/2021
5103,14332.31,14189.7,11/3/2021
5104,14372.51,14229.5,11/4/2021
5105,14398.64,14255.37,11/5/2021
5106,14445.87,14302.13,11/8/2021
5107,14339.34,14196.66,11/9/2021
5108,14304.17,14161.84,11/10/2021
5109,14324.27,14181.74,11/11/2021
5110,14359.44,14216.56,11/12/2021
5111,14314.22,14171.79,11/15/2021
5112,14277.03,14134.97,11/16/2021
5113,14282.06,14139.95,11/17/2021
5114,14330.3,14187.71,11/18/2021
5115,14302.16,14159.85,11/19/2021
5116,14308.19,14165.82,11/22/2021
5117,14326.28,14183.73,11/23/2021
5118,14343.36,14200.64,11/24/2021
5119,14343.36,14200.64,11/25/2021
5120,14351.4,14208.6,11/26/2021
5121,14351.4,14208.6,11/29/2021
5122,14411.7,14268.3,11/30/2021
5123,14391.6,14248.4,12/1/2021
5124,14424.77,14281.24,12/2/2021
5125,14449.89,14306.11,12/3/2021
5126,14480.04,14335.96,12/6/2021
5127,14513.21,14368.8,12/7/2021
5128,14480.04,14335.96,12/8/2021
5129,14419.74,14276.26,12/9/2021
5130,14422.76,14279.25,12/10/2021
5131,14449.89,14306.11,12/13/2021
5132,14417.73,14274.27,12/14/2021
5133,14419.74,14276.26,12/15/2021
5134,14408.69,14265.32,12/16/2021
5135,14414.72,14271.29,12/17/2021
5136,14414.72,14271.29,12/20/2021
5137,14455.92,14312.08,12/21/2021
5138,14420.75,14277.26,12/22/2021
5139,14335.32,14192.68,12/23/2021
5140,14322.26,14179.75,12/24/2021
5141,14290.1,14147.91,12/27/2021
5142,14296.13,14153.88,12/28/2021
5143,14308.19,14165.82,12/29/2021
5144,14336.33,14193.68,12/30/2021
5145,14340.35,14197.66,12/31/2021
5146,14349.39,14206.61,1/3/2022
5147,14341.35,14198.65,1/4/2022
5148,14381.55,14238.45,1/5/2022
5149,14436.83,14293.18,1/6/2022
5150,14467.98,14324.02,1/7/2022
5151,14431.8,14288.2,1/10/2022
5152,14394.62,14251.39,1/11/2022
